Sigla;Código;Município;Renda - rendimentos do trabalho (2000)
TO;1705607;Conceição do Tocantins;53074
TO;1706001;Couto de Magalhães;6964
TO;1706100;Cristalândia;74379
TO;1706258;Crixás do Tocantins;77038
TO;1706506;Darcinópolis;62063
TO;1707009;Dianópolis;53225
TO;1707108;Divinópolis do Tocantins;66046
TO;1707207;Dois Irmãos do Tocantins;69585
TO;1707306;Dueré;73194
TO;1707405;Esperantina;47454
TO;1707553;Fátima;65218
TO;1707652;Figueirópolis;74103
TO;1707702;Filadélfia;63953
TO;1708205;Formoso do Araguaia;7128
TO;1708254;Fortaleza do Tabocão;70508
TO;1708304;Goianorte;62383
TO;1709005;Goiatins;35911
TO;1709302;Guaraí;74484
TO;1709500;Gurupi;76897
TO;1709807;Ipueiras;56722
TO;1710508;Itacajá;50896
TO;1710706;Itaguatins;5628
TO;1710904;Itapiratins;37091
TO;1711100;Itaporã do Tocantins;68955
TO;1711506;Jaú do Tocantins;67526
TO;1711803;Juarina;67003
TO;1711902;Lagoa da Confusão;59105
TO;1711951;Lagoa do Tocantins;37152
TO;1712009;Lajeado;66062
TO;1712157;Lavandeira;53268
TO;1712405;Lizarda;32535
TO;1712454;Luzinópolis;57891
TO;1712504;Marianópolis do Tocantins;6591
TO;1712702;Mateiros;3724
TO;1712801;Maurilândia do Tocantins;50282
TO;1713205;Miracema do Tocantins;75721
TO;1713304;Miranorte;76575
TO;1713601;Monte do Carmo;4812
TO;1713700;Monte Santo do Tocantins;57857
TO;1713809;Palmeiras do Tocantins;46725
TO;1713957;Muricilândia;54847
TO;1714203;Natividade;60005
TO;1714302;Nazaré;51153
TO;1714880;Nova Olinda;67049
TO;1715002;Nova Rosalândia;61179
TO;1715101;Novo Acordo;40696
TO;1715150;Novo Alegre;61236
TO;1715259;Novo Jardim;5769
TO;1715507;Oliveira de Fátima;61105
TO;1715705;Palmeirante;52316
TO;1715754;Palmeirópolis;71592
TO;1716109;Paraíso do Tocantins;73663
TO;1716208;Paranã;56075
TO;1716307;Pau D'Arco;59231
TO;1716505;Pedro Afonso;72276
TO;1716604;Peixe;73549
TO;1716653;Pequizeiro;72101
TO;1716703;Colméia;70588
TO;1717008;Pindorama do Tocantins;53836
TO;1717206;Piraquê;64418
TO;1717503;Pium;62829
TO;1717800;Ponte Alta do Bom Jesus;57221
TO;1717909;Ponte Alta do Tocantins;4904
TO;1718006;Porto Alegre do Tocantins;47596
TO;1718204;Porto Nacional;6858
TO;1718303;Praia Norte;48735
TO;1718402;Presidente Kennedy;70353
TO;1718451;Pugmil;61482
TO;1718501;Recursolândia;38834
TO;1718550;Riachinho;48512
TO;1718659;Rio da Conceição;61583
TO;1718709;Rio dos Bois;68505
TO;1718758;Rio Sono;36637
TO;1718808;Sampaio;55682
TO;1718840;Sandolândia;68982
TO;1718865;Santa Fé do Araguaia;58823
TO;1718881;Santa Maria do Tocantins;52165
TO;1718899;Santa Rita do Tocantins;68522
TO;1718907;Santa Rosa do Tocantins;46325
TO;1719004;Santa Tereza do Tocantins;46228
TO;1720002;Santa Terezinha do Tocantins;53708
TO;1720101;São Bento do Tocantins;47901
TO;1720150;São Félix do Tocantins;38648
TO;1720200;São Miguel do Tocantins;48144
TO;1720259;São Salvador do Tocantins;63334
TO;1720309;São Sebastião do Tocantins;493
TO;1720499;São Valério da Natividade;57496
TO;1720655;Silvanópolis;56536
TO;1720804;Sítio Novo do Tocantins;50185
TO;1720853;Sucupira;64796
TO;1720903;Taguatinga;59746
TO;1720937;Taipas do Tocantins;51723
TO;1720978;Talismã;6407
TO;1721000;Palmas;76273
TO;1721109;Tocantínia;53393
TO;1721208;Tocantinópolis;59519
TO;1721257;Tupirama;62136
TO;1721307;Tupiratins;56999
TO;1722081;Wanderlândia;69936
TO;1722107;Xambioá;6891
